period,diameter.value
5.347957539,2.83
401.227573526,10.771
4.240961006,1.517
74.379886115,3.089
14.284610925,12.814
15.775243845,6.98
8.078201465,1.956
13.09936291,3.834
233.983648722,12.685
4.333081617,5.304
5.893335424,9.375
65.376036986,3.413
59.495667532,2.36
5.952697939,21.7
7.442452637,3.87
85.265095359,3.365
12.408553385,56.7
270.35239765,3.994
7.202893001,4.176
28.487941101,7.506
286.115836305,4.996
5.267104867,3.96
3.881083939,11.875
4.777174259,3.5039999999999996
44.620873509,3.228
9.155170988,19.587
102.867953805,11.531
4.294981271,3.261
328.250274159,20.645
33.747498494,1.745
13.396283654,6.32
7.848052723,3.401
9.710096297,9.387
7.887793528,9.161
3.708957239,5.054
27.748928761,14.445
104.484344531,5.95
17.067794795,3.319
2.760373533,2.825
6.101713786,5.407
16.079298401,10.45
12.544052214,4.134
5.650925721,6.56
30.593452801,1.944
29.943619186,3.187
93.156384471,3.039
5.543503343,3.5
6.314403401,3.525
6.512294892,12.521
9.864303657,19.884
4.395670698,5.753
4.537388493,4.237
6.682047546,4.081
10.22841846,5.019
6.113268561,5.817
3.002739612,3.48
398.767921204,8.322
45.253512485,3.354
291.496951606,3.585
10.456354514,6.55
18.23530223,9.789
14.46853655,4.021
2.889368367,6.743
53.141991628,5.809
79.26385996,8.612
18.697242174,3.891
3.258291743,5.814
44.285674101,4.765
23.366139875,3.6
24.599669157,7.434999999999999
169.12071363,6.384
5.26905096,6.992000000000001
89.747470311,4.403
154.154556838,6.964
3.517281638,5.462
2.295450931,2.861
165.527838666,7.181
24.991351273,5.544
9.994955584,17.092
2.289137036,5.118
40.993568661,8.01
111.175743936,2.311
9.281907181,3.312
2.292822345,5.818
27.181257908,21.386
2.124664602,3.27
131.88004945,6.3
4.564113058,2.455
202.651049695,9.193
29.393332801,32.453
14.198515878,3.248
10.95747963,8.425
2.884692991,3.131
31.829253365,4.869
2.957641458,2.683
8.124875743,7.465
8.158979066,11.322
9.104601117,11.201
126.04539274,3.944
17.545910036,3.984
19.873110198,138.58
23.484263134,2.156
2.640610551,11.668
14.973698341,6.262
9.999833174,28.936
21.004373913,5.569
20.894169884,3.585
3.696200738,8.881
4.769108741,5.632999999999999
2.916315846,4.812
12.728667495,1.9980000000000002
16.06912936,60.7
3.710296307,5.995
10.180744859,9.115
3.619757574,2.562
11.181854449,78.51999999999998
6.119233745,3.487
4.068108526,2.81
20.250662624,4.398
37.037953245,3.072
8.577525604,7.728
3.09500361,6.503
2.643434958,3.054
25.688372766,14.774
12.345291457,4.16
3.235662728,5.335
97.657516523,2.459
20.834896317,3.645
3.156438545,2.826
53.217104396,5.264
11.099917892,4.569
27.135058714,14.217
43.252392957,6.875
42.561981637,1.5019999999999998
17.253625035,4.523
3.559967114,5.589
5.917846916,8.797
3.359407815,4.642
31.232900122,3.7260000000000004
4.59572155,3.5
7.980567806,16.7
3.642443265,5.391
5.630901982,3.235
14.151697606,2.915
2.708443134,4.18
3.150996659,1.121
4.621085134,2.64
8.481714009,3.98
56.406695675,2.215
69.774120157,3.5439999999999996
24.079617824,3.408
50.124530968,18.1
275.267232818,11.694
20.056139419,4.111
23.63868018,2.31
160.342306578,4.12
6.207282829,4.281
19.43176153,8.445
19.472208833,4.641
3.246394766,4.482
12.826786386,28.578
8.242697361,41.0
2.570068824,2.664
5.826556468,7.418
21.93374785,2.3
6.068265893,6.382999999999999
4.737205357,7.623
120.589133548,12.437
11.199745393,6.276
39.578362104,2.001
6.697824359,5.596
642.000096828,3.508
112.120558957,7.535
2.949578058,4.436
3.167418509,6.698
11.032414672,3.635
6.663764229,2.617
27.304529233,3.164
96.583602483,2.816
4.254855761,2.937
293.420699867,2.808
3.563796577,4.434
3.411538234,6.888
9.052383078,7.832
20.812050839,2.639
49.357942268,6.562
32.338450168,3.667
3.073729075,7.361
408.537731511,9.93
16.125071887,1.859
100.235321928,9.671
8.03110197,23.53
37.705546946,4.914
10.109836873,10.021
23.68670767,3.372
298.115348971,6.84
5.412908533,8.106999999999998
4.75335765,5.649
4.43818325,4.906
23.08942878,60.254
150.815253059,7.578999999999998
2.05678894,6.467
231.570350338,6.191
8.793680219,4.475
18.752132558,2.693
6.41514347,24.714
27.780271295,23.67
6.381963924,11.228
3.528135906,7.264999999999999
10.563269667,48.888
14.337858496,11.656
102.714186657,6.454
10.265810744,4.538
11.809681498,4.689
8.707324123,130.25
153.426075132,4.782
10.415095939,10.275
244.197790147,4.76
17.503157031,38.847
8.997235967,41.6
66.560047726,3.444
8.90389689,2.584
282.61351791,3.981
4.499395687,5.651
10.017226781,4.977
14.310803207,19.36
9.857464305,4.237
10.219124545,1.834
11.125260287,3.519
20.139411921,1.98
7.396888259,20.361
28.0580791,5.46
28.173943617,3.968
3.35304075,3.113
10.110913621,5.789
81.011927446,7.847
195.378051827,6.875
15.050399003,4.557
7.927560457,19.962
137.232436101,9.281
267.289000751,4.341
81.012471514,2.701
5.061599738,9.9
83.868522165,3.323
103.675840943,4.626
5.280890249,14.957
13.683249072,4.028
35.920952432,17.904
20.271103458,2.541
5.483003932,11.357
154.251078207,16.2
4.189845716,15.924
27.676117371,3.865
3.639597799,3.892
14.055960871,10.232
8.939179971,69.051
313.998321109,3.259
5.828785954,2.527
12.563849519,5.313
165.407644207,10.722000000000001
7.043682293,3.085
59.263703813,3.036
19.078501854,4.843
5.828719512,4.432
9.758264641,10.401
84.269665602,3.848
5.353832216,4.979
18.825556065,11.57
2.581891444,7.857
32.99824914,4.47
23.382442109,4.533
73.832197,5.942
19.196383393,10.358
3.753166805,1.47
5.396976717,4.247
16.376343059,2.286
68.16298566,5.273
343.53884861,4.313
34.421646282,4.98
104.427785745,5.008
409.149133514,9.403
13.90819662,12.56
4.886902746,4.537
10.10669972,4.88
3.573588032,2.503
13.873888238,54.2
15.452001556,3.214
69.895468262,4.097
5.129656189,303.073
34.586105883,28.7
6.681905981,5.593
25.481372266,3.814
27.980293915,3.555
21.158317147,12.356
5.74675894,12.455
18.457164899,5.402
6.000561333,28.721
8.886457474,13.25
36.927494276,5.927
10.417018757,6.186
58.417450187,2.592
47.388083181,6.6
7.670357029,3.735
34.266579195,1.906
11.042324054,2.825
10.647744219,4.483
14.784442566,29.59
65.068481136,7.088
172.318789977,5.873
165.895956843,10.467
2.740067543,3.4560000000000004
210.13206388,3.007
2.841731688,3.826
11.850316479,2.635
271.221811216,2.037
7.85395172,35.257
5.940777797,8.827
4.780765162,49.818
52.750812465,3.563
4.933812269,6.187
197.345840679,1.992
5.991558702,5.588
17.470392417,2.222
7.151917082,7.407
10.268463997,6.8
47.122717752,2.665
12.577604537,6.567
6.820255777,24.441999999999997
209.799101012,14.875
6.861559929,11.484000000000002
5.604673997,11.39
5.083996974,2.49
63.797968433,9.748
194.630277769,5.387
26.756941194,5.707
8.992883022,12.6
49.877268617,14.106
4.67314735,13.315
10.912527776,6.644
35.719327379,3.9189999999999996
44.903502018,8.391999999999998
116.24140528,2.602
274.753533326,3.233
5.799903318,3.897
39.40369307,10.108
9.281641736,8.01
3.396909682,24.587
67.478311059,7.336999999999998
34.019461604,12.159
24.073515535,8.016999999999998
238.800515588,4.705
247.444600611,16.62
103.604205381,9.681
5.220009764,34.752
7.260596967,2.625
5.971919415,40.104
9.264646667,30.079
31.046573642,3.493
15.770118949,12.085
162.074281851,5.221
6.085033174,18.14
10.987998748,142.755
5.112855297,11.042
15.033317975,18.597
8.561710573,5.21
13.923622737,18.464
233.389617652,10.649
67.505551905,1.972
4.723444966,12.0
11.50615843,14.884
24.895137005,23.447
5.15469452,4.422
41.932396631,76.637
111.617170908,1.313
13.754328967,7.386999999999999
6.321485591,6.783
47.00875658,2.482
226.112591132,8.237999999999998
19.817366932,2.424
4.37038953,2.096
308.501363553,6.4
185.177767514,7.242000000000001
21.293021144,2.752
19.940973938,3.553
9.963269602,122.01100000000001
307.684607996,2.352
25.911780839,5.84
63.494637721,3.453
12.015869104,5.718
21.490855024,5.014
140.300978692,1.965
20.223984869,5.001
531.373352524,3.094
11.066074796,2.04
12.238212859,2.904
27.090101397,3.176
16.101951563,76.94799999999998
501.644626135,4.02
63.650566379,14.751
12.077607933,4.639
3.983552205,3.053
10.678231264,5.002
188.03596269,4.243
3.408788902,3.573
33.617040782,3.242
8.34441727,21.795
3.22082077,10.19
11.30404968,9.44
5.965175204,22.838
4.254262155,5.524
23.589051176,2.83
6.641217223,7.257999999999999
3.780701298,5.18
10.728307501,10.19
36.689472459,1.951
8.1076658,4.921
8.022630576,13.3
44.063202108,9.82
8.954502443,2.23
8.261263395,3.493
172.791133608,2.765
135.715602468,18.757
35.77232854,9.297
2.628785138,5.493
3.963327341,12.785
60.45137379,10.882
71.095849725,2.918
27.996864061,34.011
120.297116272,3.966
130.886595224,4.224
7.734728401,7.628
12.791198838,3.949
27.548027132,11.235
5.132700821,5.649
3.663790601,5.66
8.800039327,2.518
66.910622543,4.903
262.506334226,4.79
4.148147896,152.835
11.023205829,7.728
7.922542656,6.684
65.505260862,2.12
27.192145662,1.851
18.483145402,73.021
9.711845264,5.262
24.173666538,4.04
3.049379177,6.625
3.178888975,6.914
3.007993457,18.31
168.943668821,6.7
240.191882557,3.506
62.224247246,23.432
7.482528185,11.282
6.971552937,11.29
4.468093543,6.97
5.998551969,6.221
4.151308119,40.0
142.711221475,5.033
19.344652515,4.029
3.131635743,5.292
8.661890088,5.672
2.368059857,2.905
27.28346788,3.689
38.087122223,12.4
7.156809623,5.207
40.389050267,4.536
3.717266604,3.86
282.215054475,1.727
136.873133782,4.277
4.562302767,6.081
119.465323028,3.47
130.460139568,3.311
21.572731856,12.151
27.515983668,6.103
12.864608053,46.41
14.45206241,87.774
28.993996236,8.529999999999998
2.427928855,1.116
7.086926071,24.203
4.919660968,14.665
4.424737538,5.025
16.500024956,11.579
14.328711995,16.956
10.540757896,2.37
3.122264306,4.644
24.582319695,4.496
26.211625729,4.826
128.38582387,6.592
24.943543538,73.19
10.767754398,5.183
201.873676169,4.765
10.744936361,7.016
494.853451838,5.027
3.470284654,6.461
91.570410714,6.722
5.866227275,6.564
306.013691708,3.239
2.874611625,3.115
7.92630661,3.495
4.06162651,9.856000000000002
31.923948061,2.495
20.959607188,6.453
5.641591488,3.359
9.215834576,5.952000000000001
149.26880685,5.836
26.593398015,1.437
13.23008449,6.229
6.529471334,13.587
28.798743865,12.745999999999999
3.404155206,12.073
4.797163508,3.037
7.098576165,9.735
99.662696856,5.987
452.158336213,7.692
15.289482625,7.211
41.582002612,10.261
6.657985271,2.114
19.077543057,4.44
11.56216877,2.882
18.596139468,3.188
83.750368511,21.101999999999997
40.054852928,1.96
29.034156564,60.187
11.213209597,12.556
15.603913008,9.249
5.291915622,2.496
281.750108887,4.979
249.503416387,4.079
31.351228279,2.022
22.39704217,7.9
2.959777987,5.425
23.157375835,9.447
2.237628049,2.131
21.115176926,3.78
18.325968712,2.795
7.108006113,2.295
5.669794592,4.425
75.755467781,7.96
32.761427305,14.947
310.287804677,6.623
22.814429923,17.1
33.723366575,6.377
10.527130904,3.3310000000000004
5.877137279,1.995
13.370557724,2.402
4.871770804,9.651
4.598888795,5.175
33.456477852,11.005
10.83329588,3.768
55.083948376,5.56
20.151422682,7.01
272.539369749,8.444
14.967609274,5.137
7.882297308,2.71
259.166904426,4.392
37.575728207,10.26
20.820637896,3.686
73.454867746,2.824
12.854080558,71.78700000000002
11.598988899,11.562
107.996408826,31.53
39.000986721,2.202
5.276402735,5.058
7.976377954,3.1489999999999996
4.746443734,5.082
6.077485578,4.607
7.762224929,3.431
17.398876691,4.021
4.615824616,7.998999999999999
6.82260483,8.298999999999998
42.824294015,53.245
4.732296455,4.983
8.108559538,2.633
42.489471894,92.46700000000001
6.812812158,13.449000000000002
89.103023123,2.026
132.922608292,4.201
5.952192836,3.7
32.184215873,2.608
183.873456907,12.147
5.554992283,9.522
109.599532545,5.964
164.09452132,8.797
10.669889109,6.99
24.497098666,2.908
4.072814321,13.928
3.97747123,4.531
20.960596706,13.585
36.657911953,5.77
34.077940236,4.783
8.299326661,3.58
89.90255589,7.949
186.474527182,6.286
34.758051968,28.153
4.650422555,6.269
10.270166623,9.285
2.872068692,6.785
10.574801742,3.65
7.887507011,4.172
513.625810948,7.671
5.904281278,2.464
15.555422232,5.22
3.972151564,7.026
107.613451145,3.471
11.956856764,4.627
10.0534104,9.39
10.662509923,1.889
12.61158106,7.939
5.106611194,2.166
55.337062671,5.86
17.244627668,3.739
17.377243754,4.847
18.244263596,2.2
113.538278577,2.925
6.262680773,5.962
21.854854665,12.0
15.184983152,8.449999999999998
12.66017648,8.086999999999998
8.018724493,6.349
7.225317629,199.0
3.844104542,2.271
12.756305924,3.626
52.270452925,3.131
264.709352577,20.035
186.39092409,3.201
13.668065099,10.399
9.32297359,14.290999999999999
206.507352551,15.2
51.159313157,4.343
2.656966309,6.938
56.424972594,3.045
5.011395119,3.982
9.855066012,14.986
183.50078564,14.2
13.727878765,3.428
4.840716776,2.933
12.010704294,19.683
38.258456458,7.862
5.93691684,3.838
29.524903648,6.15
30.003669385,8.798
12.933738586,12.364
15.803262177,131.516
5.257259405,38.981
9.570231528,3.488
35.112975923,2.294
305.363327566,6.315
2.747268346,2.128
221.603295353,19.394
11.708557848,3.324
121.684097039,7.3
5.006578163,5.027
3.196434719,8.596999999999998
4.03162672,1.23
95.636633173,3.939
2.844603193,7.674
6.667619328,1.751
14.927478832,13.022
36.200645359,2.432
19.09541042,6.305
6.177741279,5.415
333.592578762,5.513
3.713057195,2.593
5.290258675,7.433
7.379911793,14.4
11.306069878,5.132999999999999
2.809997002,12.118
108.1641065,4.258
9.777593103,2.805
23.139530111,2.116
23.571512037,4.359
2.812364466,7.485
26.754463059,11.49
5.563810735,0.305
6.136435036,16.486
6.32305406,4.54
24.048873361,4.098
432.29822395,3.298
9.004877893,6.5
5.300443636,7.582
655.50085919,3.235
9.032568129,30.616
12.373572387,2.63
24.340988864,4.874
7.749153237,3.429
10.235862587,11.061
64.271259153,3.895
5.088075009,6.31
52.647598483,2.6210000000000004
5.305693539,15.2
12.847432251,7.205
79.110510668,4.365
345.922100973,9.335
4.477632388,4.38
4.336885408,4.498
3.238898175,2.284
46.985047129,6.811
10.689951884,4.339
172.599166362,7.032
2.577262549,5.197
249.93000961,4.118
42.089672469,4.193
8.64286711,4.956
14.214498066,7.51
76.259130637,3.603
19.671123229,5.51
7.192107505,15.908
17.1367174,5.668
25.031265453,79.46899999999998
5.469114874,33.057
6.59603976,34.9
17.340155637,35.84000000000001
7.160421079,3.535
4.104553743,4.194
36.256811476,1.9780000000000002
171.240724294,9.978
3.497169404,4.03
199.484263515,5.636
85.407743996,7.766
20.630673822,7.732
3.069037342,10.323
65.22725047,2.83
6.969463483,5.46
5.233915906,7.474999999999999
7.685603225,2.49
10.648794572,3.076
39.67800797,13.833
11.27805568,5.434
17.931439897,66.6
262.675277296,6.267
4.756688801,3.92
8.127280369,4.267
40.611306671,4.26
288.904437474,20.27
5.681692584,4.399
15.591488003,2.654
220.416073623,3.538
4.147144817,9.728
5.279502077,5.677
7.035120459,4.683
19.944018594,11.039000000000001
11.389503082,3.64
5.795060291,0.86
9.646574947,4.023
11.35980025,12.343
123.287882112,5.128
8.059991042,7.878
3.064380482,4.161
10.256215171,3.062
16.270070652,8.8
25.320975564,4.61
11.856100375,60.978
38.638334858,29.666
46.749928324,3.183
2.894095621,11.232
4.581381948,3.299
26.991658648,5.637
69.843860802,4.6
122.129887004,5.313
67.32729608,4.402
5.380789894,3.319
6.137131223,10.1
15.845738213,5.72
71.720311209,5.525
171.404564873,7.487
6.816443959,3.463
3.096485918,3.638
5.32572868,7.416
11.186470252,25.671
11.442465802,5.105
183.631150027,2.361
4.562535218,6.947
6.336191952,14.601
4.428902621,5.468
5.903238839,6.036
11.496451047,36.9
14.866025229,4.935
64.24222599,4.279
2.653675567,3.894
16.233401123,1.21
5.927807497,5.95
86.905048019,3.714
20.059396923,3.35
132.152608078,6.064
2.870655749,2.391
3.707849766,13.774
9.906230707,3.116
53.481596264,2.566
24.414542034,6.07
2.652791382,9.567
34.967390811,4.937
215.532673607,4.42
8.084539247,4.091
4.035460658,8.518
3.740671783,4.29
260.917015001,6.084
21.401924362,6.534
8.672041006,5.463
5.287301519,1.715
9.283097827,2.096
4.358931067,3.944
66.600179693,5.187
138.688920101,8.420999999999998
2.658116881,5.031
19.395923778,2.478
48.757100854,7.799
15.828697696,5.132999999999999
92.486067636,2.883
264.487788361,7.535999999999999
34.972746868,3.356
8.103996832,6.297999999999999
4.289479498,12.81
58.451344695,4.03
5.949000674,13.48
6.508563763,4.329
6.920698735,250.0
7.660995141,7.713
263.430767603,8.439
2.736412081,3.631
9.345066387,4.697
334.09969394,4.621
9.353428361,2.172
323.831848993,7.711
76.022516255,12.767
16.66274225,17.82
9.392179529,18.413
9.233071247,10.763
8.818919169,5.687
3.086103701,4.466
58.476280377,5.43
24.258470291,10.617
4.682051565,6.378
2.049828954,3.606
109.393863462,4.517
295.611886357,11.74
54.398915938,2.81
77.582591936,3.056
35.267505635,7.108
3.281552236,4.652
53.582947471,4.603
5.549746022,26.529
8.010834787,4.571
43.91082064,0.792
36.076342374,3.317
3.888383418,8.644999999999998
9.568638598,2.33
633.833217533,6.509
116.751397068,2.171
119.75012861,48.291
75.707656152,5.156
4.455047909,3.295
19.436905366,6.605
230.248500807,9.572
7.154866612,3.292
62.385738103,2.71
10.247314826,10.884
6.941633883,4.14
61.993701494,2.99
9.451754136,9.013000000000002
93.817056117,3.735
4.046670943,12.216
102.699003124,7.373999999999999
6.834952149,13.951
21.953593963,8.054
8.259124182,3.003
231.612314074,5.957
121.986762521,6.532
3.54026041,3.237
93.927720775,4.213
3.437857135,8.551999999999998
183.398325577,3.766
3.515464937,18.305
5.900950581,5.233
212.000348311,13.739
15.770163977,5.54
202.106503153,2.11
12.79550684,5.425
13.650886006,9.468
64.706183085,6.128
4.316047215,5.44
15.333501433,3.193
4.422682189,2.762
290.752223046,10.698
14.294983139,4.74
40.051774685,17.535
96.33595086,2.942
17.004987131,8.355
8.354384712,4.979
3.619755946,6.35
82.166915477,6.543
21.713929225,6.774
219.09010678,4.953
199.75370918,34.269
2.538831152,5.231
6.958908261,2.137
5.541545951,4.272
43.000700077,2.687
4.830591093,4.021
6.519374842,1.65
36.532688614,9.068
258.37759086,3.724
3.553876781,7.554
184.375594875,2.562
29.438827693,30.507
7.974811761,9.654000000000002
6.900399793,5.121
268.978388999,6.62
9.742839476,7.857
135.790271486,7.583999999999999
253.000035547,13.001
194.993067949,4.74
44.838951711,2.424
3.928160699,6.477
224.9809834,9.053
112.564817055,1.932
3.094246092,2.567
3.857939094,6.243
5.488347803,3.863
235.982691616,6.864
9.530963186,16.631
165.331650355,4.467
50.151031106,17.307
249.947892615,2.98
2.175162884,4.217
42.58327475,6.764
4.760049013,6.284
42.093886314,4.004
19.408921087,11.056
24.547911652,42.248
14.331365336,15.568
105.806901053,4.061
5.581473309,8.152
3.745742571,2.47
3.608840792,11.325
53.700855038,6.38
6.356690887,3.523
5.646731831,3.89
9.175136319,6.794
22.485699388,6.049
3.575465936,5.28
5.413661946,9.123
7.725626004,6.537
91.933919278,3.256
5.957953911,6.736
7.811562181,4.955
8.518520946,2.461
2.764077174,3.787
4.477343493,5.055
5.426688436,14.1
338.743780236,7.388
34.775381235,5.045
2.65129673,3.679
7.461574095,23.147
7.278848029,5.453
6.207767395,3.041
32.853952794,7.044
36.814216725,2.226
40.814139855,8.25
60.449530595,2.133
8.018507543,7.503
4.801532532,13.662
2.527968446,2.764
5.715085366,10.239
192.694600699,47.231
176.407305218,3.045
9.59289402,4.149
5.393869118,21.097
3.234008556,7.221
9.145265215,48.0
188.59269741,4.026
8.95537125,10.765
7.121737567,12.832
8.579595514,170.133
16.647548507,55.896
285.502098888,1.874
4.659699545,5.067
95.996658495,9.604
5.928246273,7.811
20.523992885,3.111
19.956210888,5.797999999999999
59.261989424,8.55
2.414712276,5.724
51.747856436,6.848
60.292901727,4.781
5.021499661,3.0039999999999996
6.767460521,11.747
7.142678244,3.337
7.935256625,3.781
21.733065311,3.105
3.379750749,7.135
20.116102082,2.721
7.116765241,4.861
11.567467858,5.34
84.640513926,8.939
6.119086998,5.239
5.389124692,20.778
5.179428346,5.158
7.870260883,5.614
255.119761214,5.256
221.48213775,8.803
5.349317158,4.6
24.021972048,5.126
6.110278638,2.087
5.31314935,6.202000000000001
32.251618906,5.147
44.469173667,6.276
3.504597582,3.866
4.351066345,7.61
220.763035767,6.118
5.945525989,9.4
6.989794469,6.55
6.245983782,5.895
373.957113656,2.13
4.608443868,61.0
7.593514925,3.292
8.338034946,9.501
13.008899305,19.796
3.522915603,9.341
46.172370317,8.288
5.224071632,3.06
33.737290222,4.254
30.582209689,6.218
7.466679144,14.757
6.997955822,26.99
7.785824056,9.288
2.940548005,9.843
4.676799287,2.074
2.938764684,4.574
5.267307578,13.194
5.048740922,2.586
222.428307982,5.579
57.084199185,3.042
18.384443213,3.552
19.650355266,7.291
6.00502326,6.502
14.921183409,9.456
8.139788536,3.21
92.585899597,2.183
15.142320995,3.83
9.162859057,3.911
3.175011611,1.911
15.466508051,18.137
3.040645448,6.604
3.387218391,5.099
3.603192968,3.44
20.710544245,4.638
40.069479573,3.897
4.145514706,2.885
6.000799831,5.948
4.307272786,11.867
12.917460287,6.12
14.14209945,2.399
83.183137987,12.902999999999999
8.10392696,2.04
5.330885701,1.641
7.148215933,2.515
7.248944993,6.422
3.141031239,4.118
15.795385492,4.702
19.511815293,7.916
4.40351342,2.02
4.507169879,5.781
6.891545462,4.266
6.411235775,2.591
4.488454725,1.16
184.813587365,6.924
5.80935587,2.558
198.872361568,11.43
6.069429243,1.991
20.114736271,7.092
27.682824075,8.574
3.051381548,6.118
6.621444537,6.406
22.352697023,8.965999999999998
29.854929801,113.70299999999999
233.121691618,9.909
5.681787683,7.148
216.765064773,24.661
5.359127086,4.176
4.791952619,21.189
10.728638341,8.391
6.595605801,9.356000000000002
27.464359658,3.972
12.373152316,33.0
7.800978354,9.886
6.351074879,4.465
28.530465861,1.396
17.29163041,2.047
4.414961522,3.269
3.547386456,21.158
6.031494746,7.284
4.432849699,2.23
3.507513369,4.697
6.992287945,14.277999999999999
5.199559095,11.451
5.291255552,5.857
3.629087167,7.84
2.675932406,4.391
3.919095944,20.76
30.669283225,1.705
119.364806051,4.164
34.517192947,3.436
10.888977122,36.764
34.084841777,4.797
5.347433486,9.068
3.536450928,3.001
5.662761028,4.411
6.355109557,5.491
25.248949411,4.054
4.272307804,6.04
68.816730906,3.469
26.325922113,3.33
469.208110282,7.476
2.730574076,5.146
4.036312664,6.115
3.766331385,9.155
9.591407052,4.009
21.30677357,11.205
14.865576065,6.178
15.790783209,9.228
7.663889172,6.346
11.51372185,3.123
14.427985887,11.44
7.726746792,7.392
26.875767185,7.274
19.104987711,4.44
2.807643987,4.669
4.146000657,4.983
4.720190257,7.428
249.074073551,14.588
8.94414368,4.7
9.476831124,5.88
71.976651015,31.967
12.33536658,81.924
287.099573809,12.314
3.383223862,7.732
47.133206748,7.753999999999999
5.079813263,3.73
36.62730145,6.387
6.106534336,2.455
10.645147303,2.656
8.548474618,2.475
4.420216423,14.88
5.464107547,9.728
112.314096347,2.085
5.618414492,4.182
9.683641382,9.193
10.853390773,4.91
3.036322878,7.808
3.883087572,10.251
55.691936035,4.638
150.749297233,8.234999999999998
284.776927885,14.357
7.339576388,25.617
193.437595474,6.094
17.869017824,5.418
30.944711026,11.614
43.780920949,1.847
88.765301031,3.86
4.678519123,15.168
31.341316961,3.039
116.730371441,3.901
12.719914807,3.328
37.091745784,2.466
6.674501599,3.049
187.042494834,2.69
4.67279623,18.685
6.441570023,2.555
6.884800442,6.782
333.999847619,4.693
100.896261832,5.652
4.793333903,11.277999999999999
9.20980118,9.011
12.9594298,1.474
5.529855273,4.004
3.136851519,6.132999999999999
585.990636136,6.313
2.297170678,1.68
60.111461668,5.057
294.99852952,4.681
21.775081536,7.711999999999998
12.657568462,5.232
11.482161385,2.936
117.15031339,7.386
2.751104062,2.873
15.876821319,8.589
65.232987054,13.4
7.459647569,4.029
19.318902788,11.081
14.683773035,2.507
20.559469117,2.196
11.116600563,6.441
176.923141981,7.317
3.742688033,11.107
26.753057692,9.704
231.519621027,18.717
4.71029149,12.063
10.990846689,4.868
90.095494458,3.76
12.403603723,4.428
11.742167132,3.594
17.241511704,14.385
4.376563392,28.08
30.129159929,6.587
7.203043552,34.012
13.078098098,2.775
7.612586726,3.806
21.081217834,14.02
4.771795449,11.386
2.880609579,5.991
15.046457628,3.718
216.352633851,6.21
132.314305757,3.207
12.288591727,5.412
175.819366861,36.822
16.029318908,13.37
9.295828908,7.469
14.548561376,8.612999999999998
5.975766849,7.191
2.98779035,1.79
15.600571059,5.201
3.628643353,9.176
137.407730965,8.038999999999998
3.215077507,12.772
91.924987647,2.17
13.257204792,4.607
57.536027661,5.686
5.932006943,5.977
87.696117867,3.457
22.364128536,5.572
18.405998869,6.867000000000001
3.722687358,11.469
12.257679282,3.187
14.121942208,4.71
24.630406676,5.404
30.617629491,18.75
4.573414276,4.472
6.589133594,7.061
22.540027393,11.925
75.076659118,7.38
3.274580088,7.205
295.496785479,9.643
12.441026619,3.113
61.064327328,3.693
11.088716374,7.651
85.001651069,5.979
181.872305543,8.576
17.581665946,3.442
6.92212288,8.576
97.855068671,8.515
4.021710471,3.083
24.970220354,6.136
18.084106396,1.84
9.552051483,2.163
3.519772196,6.943
9.219931045,19.7
5.146330584,7.46
3.464808833,2.9560000000000004
16.622568708,4.225
3.292496774,4.57
5.0565179,9.043
3.97755754,10.249
12.229526033,6.093
13.542309872,6.568
14.057009644,7.214
2.774247303,12.689
39.595534292,4.227
28.431790539,2.608
60.669490901,4.002
532.000729904,8.224999999999998
4.781327249,6.944
20.917407596,3.646
18.321276754,5.342
4.282796757,7.809999999999999
3.455792223,7.941
15.157478445,8.208999999999998
4.553532956,11.14
22.254578664,6.745
29.065311745,2.89
49.625063028,6.744
518.130829187,12.157
2.839393361,4.406
93.266339523,2.939
3.462881227,8.465999999999998
160.033097552,4.197
6.888337102,9.848
3.039165661,5.297
2.930479206,4.646
5.862065359,3.04
5.220026433,8.038
2.423337018,7.69
11.890826266,47.813
9.257001558,18.414
188.497375466,3.245
64.286124888,5.512
3.881551431,3.682
2.719360825,2.168
13.40068118,5.066
44.161967472,5.817
5.57229568,4.736
3.809481633,6.564
2.301237418,3.553
12.717503159,84.41899999999998
5.614573759,10.622
26.017574596,2.926
5.618813152,5.302
21.754836306,4.497
22.065158724,132.055
39.963240005,1.991
5.518626965,10.013
141.648564183,5.018
10.98167204,3.42
3.102228562,3.69
5.775695666,6.9
19.139573421,16.653
25.440870576,5.263
3.933782891,3.21
282.495563406,4.113
474.463733751,10.141
38.232045225,2.339
15.012483133,1.61
24.212538256,3.687
620.996549942,11.008
5.463297402,4.041
69.152450883,3.528
3.296174734,3.113
6.935847195,1.19
35.369194023,4.948
10.84109751,3.574
60.455999286,6.25
120.110523298,7.172
3.156798017,0.52
9.188293414,10.606
44.070159898,2.852
5.768429539,7.986
86.668917501,3.03
6.492734182,7.66
9.813421747,2.387
32.716178983,2.34
16.900640145,2.987
18.510178821,1.605
6.605193262,5.885
57.946578504,2.856
3.361582667,6.264
5.063527175,4.8
308.913057724,4.447
45.66923372,2.06
179.430596802,14.045
2.317251887,5.425
308.086742202,3.549
48.54493237,4.133
19.747092902,27.945
17.27396879,11.158
4.020878655,9.185
6.871608402,5.882999999999999
3.179134835,6.593
95.585830928,3.698
14.396554427,13.809
209.183135849,2.158
3.371266115,5.065
187.106730534,4.99
221.010834853,7.828
33.534341563,3.585
4.129577681,7.378999999999999
